Order Date,Sales,Profit
3-13-2016,203.184,15.2388
5-31-2015,58.38,26.271
5-31-2015,105.52,48.5392
5-31-2015,80.88,21.0288
5-28-2015,6.63,1.7901
03-01-2014,457.568,51.4764
11-20-2016,14.62,6.8714
11-20-2016,944.93,236.2325
05-11-2016,5.98,2.691
12-28-2015,54.384,1.3596
11-16-2016,28.4,13.348
11-07-2016,27.68,9.688
09-08-2014,9.936,2.7324
09-08-2014,8159.952,-1359.992
09-08-2014,275.928,-58.6347
09-08-2014,1740.06,-24.858
09-08-2014,32.064,6.8136
09-08-2014,177.98,-453.849
09-08-2014,143.976,8.9985
08-05-2014,20.94,9.8418
08-05-2014,110.96,53.2608
08-05-2014,340.144,21.259
9-14-2014,52.448,-131.12
9-14-2014,20.16,6.552
4-21-2017,97.264,-243.16
11-21-2015,396.802,-11.3372
11-21-2015,15.88,-3.7715
12-15-2015,3.28,1.4104
12-05-2014,24.816,1.8612
12-05-2014,408.744,76.6395
11-19-2014,503.96,131.0296
11-19-2014,149.95,41.986
11-19-2014,29,7.25
11-28-2016,7.16,3.4368
8-26-2014,176.8,22.984
7-16-2016,37.224,3.7224
7-16-2016,20.016,6.255
10-12-2015,899.136,112.392
10-12-2015,71.76,20.0928
10-12-2015,51.84,24.8832
10-12-2015,626.352,46.9764
10-12-2015,19.9,6.567
10-31-2015,14.28,6.7116
3-21-2014,7.408,1.2038
3-21-2014,6.048,1.5876
11-06-2017,46.26,12.0276
07-06-2017,2.946,-2.2586
07-06-2017,16.056,5.8203
6-24-2017,21.744,6.795
08-03-2014,218.75,-161.875
08-03-2014,2.6,0.2925
12-17-2017,66.284,-178.9668
06-03-2017,35.168,9.6712
12-09-2017,444.768,44.4768
12-01-2017,83.92,5.8744
12-01-2017,131.98,35.6346
12-01-2017,15.92,7.4824
12-01-2017,52.29,16.2099
12-01-2017,91.99,3.6796
02-09-2015,20.8,6.5
01-02-2015,23.68,8.88
01-02-2015,452.45,-244.323
01-02-2015,62.982,-14.6958
01-02-2015,1188,-950.4
01-02-2015,89.584,4.4792
10-28-2016,93.06,26.0568
10-28-2016,302.376,22.6782
12-24-2015,5.584,1.8148
12-24-2015,22.704,8.2302
12-24-2015,19.776,-13.8432
12-24-2015,72.704,19.0848
12-24-2015,479.988,-383.9904
12-24-2015,27.168,2.7168
08-09-2015,2.2,0.968
08-09-2015,622.45,136.939
08-09-2015,21.98,0.2198
2-28-2015,161.568,-28.2744
2-28-2015,389.696,43.8408
9-13-2014,18.648,-12.432
04-07-2017,233.86,-102.048
04-07-2017,620.6145,-248.2458
04-07-2017,5.328,-3.552
04-07-2017,258.072,0
04-07-2017,617.976,-7.7247
11-12-2017,10.56,4.752
06-04-2016,25.92,9.396
06-04-2016,419.68,-356.728
06-04-2016,11.688,-4.6752
06-04-2016,31.984,11.1944
06-04-2016,177.225,-120.513
06-04-2016,4.044,-2.8308
06-04-2016,7.408,1.2038
06-01-2014,2001.86,580.5394
06-01-2014,166.72,41.68
06-01-2014,47.88,23.94
06-01-2014,1503.25,496.0725
06-01-2014,25.92,12.4416
12-10-2016,321.568,28.1372
09-11-2016,7.61,3.5767
09-11-2016,3347.37,636.0003
12-10-2016,80.58,22.5624
12-10-2016,361.92,162.864
11-28-2015,12.132,-8.4924
11-28-2015,82.368,-19.5624
11-28-2015,53.92,4.044
11-28-2015,647.904,56.6916
12-01-2017,20.37,6.9258
12-01-2017,221.55,6.6465
12-01-2017,17.52,6.132
06-08-2017,1.624,-4.466
9-19-2014,3059.982,-509.997
9-19-2014,2519.958,-251.9958
06-06-2016,328.224,28.7196
11-10-2015,79.9,35.156
6-16-2017,14.016,4.7304
1-22-2016,7.56,0.3024
12-09-2017,37.208,-7.4416
12-09-2017,57.576,21.591
12-28-2017,725.84,210.4936
7-30-2015,209.93,92.3692
7-30-2015,5.28,2.3232
7-30-2015,10.92,4.095
9-16-2017,8.82,4.0572
9-16-2017,5.98,1.5548
10-13-2017,11.648,4.0768
10-13-2017,18.176,5.9072
10-13-2017,59.712,5.9712
10-13-2017,24.84,8.694
9-26-2015,2.08,-3.432
9-26-2015,1114.4,376.11
11-02-2015,1038.84,51.942
9-26-2015,141.76,47.844
9-26-2015,239.8,47.96
9-26-2015,31.104,10.8864
12-18-2016,254.058,-169.372
12-18-2016,194.528,24.316
12-18-2016,961.48,-204.3145
11-20-2016,19.096,6.6836
11-20-2016,18.496,6.2424
11-20-2016,255.984,54.3966
11-20-2016,86.97,-48.7032
12-26-2014,300.416,78.8592
12-26-2014,230.352,20.1558
12-26-2014,218.352,-24.5646
12-26-2014,78.6,-62.88
12-26-2014,27.552,9.2988
10-28-2016,32.4,15.552
10-28-2016,1082.48,10.8248
10-28-2016,56.91,27.3168
10-28-2016,77.6,38.024
10-28-2016,14.28,6.5688
11-19-2017,219.075,-131.445
05-04-2015,26.8,12.864
12-30-2014,9.84,2.8536
06-01-2014,45.48,20.9208
06-01-2014,289.2,83.868
4-15-2017,4.89,2.0049
09-12-2016,15.136,3.5948
09-12-2016,466.768,52.5114
09-12-2016,15.232,1.7136
09-12-2016,6.264,2.0358
9-27-2014,87.54,37.6422
08-09-2014,178.384,22.298
08-09-2014,15.552,5.4432
12-28-2014,99.136,8.6744
11-04-2014,135.882,24.1568
11-04-2014,3991.98,1995.99
11-04-2014,275.94,80.0226
11-04-2014,360,129.6
11-04-2014,43.57,13.071
9-19-2014,7.16,3.58
4-23-2016,251.52,81.744
4-23-2016,99.99,34.9965
11-03-2017,15.992,0.9995
8-30-2016,290.898,-67.8762
8-30-2016,54.224,3.389
8-30-2016,786.744,-258.5016
8-30-2016,100.24,33.831
8-30-2016,37.764,-27.6936
4-25-2016,82.8,-20.7
4-25-2016,20.724,-13.816
4-25-2016,4.896,-3.4272
09-01-2015,4.752,1.6038
09-01-2015,959.984,335.9944
09-01-2015,14.368,4.49
07-12-2014,7.712,2.7956
07-12-2014,698.352,-17.4588
6-22-2015,4.96,2.3312
4-13-2014,17.856,1.116
4-13-2014,509.97,-407.976
4-13-2014,30.992,10.0724
4-13-2014,71.928,8.3916
12-20-2015,88.8,-2.22
6-15-2017,47.976,4.7976
07-08-2017,7.56,3.0996
07-08-2017,24.56,11.5432
07-08-2017,12.96,4.1472
09-01-2016,6.79,2.3086
09-01-2016,24.56,11.5432
09-01-2016,3.048,1.0668
09-01-2016,49.12,23.0864
09-01-2016,4355.168,1415.4296
04-08-2016,388.704,-4.8588
04-08-2016,8.26,3.7996
04-08-2016,17.04,6.9864
04-08-2016,34.4,15.824
4-23-2016,36.24,11.325
03-08-2017,647.84,168.4384
03-08-2017,20.7,9.936
9-25-2017,20.7,9.936
9-25-2017,488.646,86.8704
9-25-2017,5.56,1.4456
9-25-2017,47.12,20.7328
9-24-2014,211.96,8.4784
10-21-2016,23.2,10.44
10-21-2016,7.36,0.1472
10-21-2016,104.79,29.3412
10-21-2016,1043.92,271.4192
5-29-2017,25.92,9.396
5-29-2017,53.424,4.6746
7-23-2014,8.16,-5.712
7-23-2014,1023.936,179.1888
7-23-2014,9.24,0.924
7-23-2014,479.04,-29.94
9-28-2016,99.136,30.98
8-27-2017,1488.424,-297.6848
4-28-2015,8.652,-20.3322
4-28-2015,23.832,2.6811
4-28-2015,12.176,-18.8728
10-28-2016,50.96,25.48
10-28-2016,49.536,17.3376
6-26-2015,41.9,8.799
11-27-2015,375.4575,-157.0095
11-27-2015,83.976,-1.0497
12-03-2015,482.34,-337.638
12-03-2015,2.96,0.777
11-24-2014,2.624,0.4264
12-11-2017,23.36,7.884
12-11-2017,39.98,13.5932
9-21-2014,246.384,27.7182
9-21-2014,1799.97,701.9883
06-07-2014,12.462,-20.5623
6-30-2017,75.792,25.5798
10-17-2017,49.96,9.4924
10-17-2017,12.96,6.2208
10-31-2015,70.12,21.036
09-08-2016,35.952,3.5952
09-08-2016,2396.2656,-317.1528
09-08-2016,131.136,-32.784
09-08-2016,57.584,0.7198
12-24-2014,9.568,3.4684
4-16-2014,39.072,9.768
12-24-2017,35.91,9.6957
12-08-2017,179.95,37.7895
12-08-2017,1199.976,434.9913
12-08-2017,27.15,13.3035
12-08-2017,1004.024,-112.9527
12-08-2017,9.68,4.6464
12-08-2017,28.35,13.608
12-08-2017,55.98,27.4302
12-08-2017,1336.829,31.4548
12-08-2017,113.568,-18.4548
11-03-2017,139.86,65.7342
11-03-2017,307.136,26.8744
6-24-2017,95.92,25.8984
4-14-2016,383.8,38.38
11-06-2017,5.78,2.8322
03-04-2017,9.32,2.7028
03-04-2017,15.25,7.015
6-22-2014,196.752,56.5662
10-19-2017,56.56,14.7056
10-19-2017,32.7,8.502
8-21-2017,866.4,225.264
11-23-2017,28.4,11.076
11-23-2017,287.92,138.2016
09-12-2014,69.99,30.0957
10-01-2017,6.672,0.5004
4-15-2016,189.588,-145.3508
4-15-2016,408.744,76.6395
4-15-2016,291.96,54.7425
4-15-2016,4.768,-0.7748
06-06-2016,714.3,207.147
12-19-2014,4.812,-3.6892
12-19-2014,247.8,-18.585
06-12-2016,1007.979,43.1991
06-12-2016,313.488,113.6394
9-15-2017,31.872,11.5536
1-20-2017,207.846,2.3094
09-05-2016,12.22,3.666
09-05-2016,194.94,23.3928
09-05-2016,70.95,20.5755
09-05-2016,91.36,42.0256
09-05-2016,242.94,29.1528
09-05-2016,22.05,10.584
3-20-2017,2.91,1.3677
04-01-2016,59.52,15.4752
04-01-2016,161.94,9.7164
04-01-2016,263.88,71.2476
04-01-2016,30.48,7.9248
04-01-2016,9.84,2.8536
04-01-2016,35.12,9.1312
10-20-2017,284.364,-75.8304
10-20-2017,665.408,66.5408
12-13-2016,63.88,24.9132
02-12-2014,129.568,-24.294
9-26-2016,747.558,-96.1146
9-26-2016,8.928,3.348
12-15-2015,103.92,36.372
12-15-2015,899.91,377.9622
12-15-2015,51.312,18.6006
4-22-2016,23.56,7.068
4-22-2016,1272.63,-814.4832
4-22-2016,28.485,-20.889
4-22-2016,185.376,-34.758
4-22-2016,78.272,5.8704
1-17-2015,254.744,-312.0614
3-31-2017,205.3328,-36.2352
12-16-2016,4.788,-7.9002
12-20-2015,55.48,26.6304
11-09-2014,340.92,3.4092
11-09-2014,222.666,10.4784
11-09-2014,703.968,87.996
11-09-2014,92.52,24.9804
11-09-2014,62.65,28.819
11-09-2014,94.85,45.528
07-12-2016,95.76,7.182
10-27-2016,40.2,19.296
6-26-2016,14.7,6.615
6-26-2016,704.25,84.51
10-06-2014,9.09,1.9089
7-22-2014,5.96,1.6688
7-22-2014,159.98,57.5928
06-10-2017,29.6,14.8
06-10-2017,514.165,-30.245
06-10-2017,279.96,17.4975
10-29-2014,2735.952,341.994
06-09-2014,7.992,0.5994
06-09-2014,63.984,10.3974
06-09-2014,70.368,6.1572
9-14-2014,449.15,8.983
9-14-2014,11.07,5.0922
05-09-2016,93.98,13.1572
3-18-2016,189.882,-94.941
12-27-2015,105.42,51.6558
7-25-2016,119.616,40.3704
7-25-2016,255.76,81.8432
7-25-2016,241.568,18.1176
7-25-2016,69.3,22.869
5-30-2016,22.62,-15.08
5-30-2016,14.952,-11.9616
5-30-2016,801.568,50.098
5-30-2016,2.376,-1.9008
5-30-2016,32.792,11.8871
11-12-2017,15.92,5.373
3-16-2015,2.74,0.7398
3-16-2015,8.34,2.1684
3-16-2015,46.74,11.685
3-16-2015,6354.95,3177.475
11-26-2017,126.3,40.416
11-26-2017,38.04,12.1728
10-20-2016,7.152,0.7152
12-21-2017,6.63,1.7901
12-21-2017,5.88,1.7052
1-22-2017,2999.95,1379.977
1-22-2017,51.45,13.8915
1-22-2017,11.96,5.382
1-22-2017,1126.02,56.301
3-22-2015,18.392,5.2877
3-22-2015,129.568,-25.9136
3-22-2015,14.112,-21.168
1-23-2017,210.98,21.098
5-21-2016,55.176,-12.4146
5-21-2016,66.26,27.1666
12-26-2015,22.2,10.434
10-21-2017,683.952,42.747
10-21-2017,45.696,5.1408
09-03-2015,36.336,-7.2672
09-03-2015,666.248,-149.9058
09-03-2015,52.512,19.692
11-07-2015,190.72,11.92
09-07-2017,47.94,2.397
5-29-2016,979.95,274.386
5-29-2016,22.75,11.375
07-10-2016,16.768,1.4672
09-03-2017,42.616,-68.1856
12-03-2015,10.752,3.36
12-07-2015,152.94,41.2938
12-07-2015,283.92,70.98
02-01-2014,468.9,206.316
7-14-2016,380.864,38.0864
12-18-2015,646.776,-145.5246
05-11-2014,58.112,7.264
05-11-2014,100.792,6.2995
05-11-2014,66.112,-84.2928
11-19-2017,41.28,13.932
11-19-2017,13.36,6.4128
11-15-2015,250.272,15.642
11-15-2015,11.364,-17.046
11-15-2015,8.72,-1.744
4-15-2016,1121.568,0
09-11-2017,34.504,6.0382
11-24-2017,10.824,2.5707
6-29-2017,1295.78,310.9872
03-03-2014,19.456,3.4048
06-10-2016,20.7,9.936
06-10-2016,1335.68,-217.048
06-10-2016,32.4,15.552
11-20-2017,42.6,16.614
11-20-2017,84.056,27.3182
9-14-2014,13,1.3
9-14-2014,13.128,3.7743
12-07-2015,3.96,0
12-07-2015,2.61,1.2006
12-07-2017,374.376,46.797
10-01-2017,91.84,45.0016
10-01-2017,81.088,27.3672
10-01-2017,19.44,9.3312
10-01-2017,451.152,0
12-28-2017,72.45,34.776
12-28-2017,13.96,6.4216
12-28-2017,33.264,11.2266
12-28-2017,14.85,4.0095
11-03-2016,8.82,2.3814
9-18-2015,160.72,78.7528
9-18-2015,19.92,9.7608
9-18-2015,7.3,2.19
7-20-2017,69.712,8.714
7-20-2017,8.792,-5.7148
09-10-2015,51.52,1.5456
12-01-2017,470.376,52.9173
12-01-2017,105.584,9.2386
12-01-2017,31.152,3.5046
12-01-2017,6.783,-4.7481
12-01-2017,406.368,30.4776
07-03-2015,70.98,4.9686
07-03-2015,294.93,144.5157
3-20-2016,84.784,-20.1362
3-20-2016,20.736,7.2576
3-20-2016,16.821,-12.8961
3-20-2016,10.368,3.6288
01-09-2014,9.344,1.168
01-09-2014,31.2,9.75
08-08-2014,76.12,22.0748
08-08-2014,1199.976,434.9913
08-08-2014,445.96,55.745
08-08-2014,327.76,91.7728
7-14-2016,11.632,1.0178
7-16-2016,143.982,-28.7964
7-16-2016,494.376,-115.3544
7-16-2016,5.84,0.73
3-15-2014,142.776,17.847
3-15-2014,45.696,5.1408
3-15-2014,7.218,-5.5338
3-15-2014,43.188,-31.6712
3-15-2014,131.904,47.8152
5-23-2014,3.282,-2.6256
5-23-2014,21.168,2.3814
5-23-2014,55.188,-10.1178
4-28-2016,369.576,41.5773
4-28-2016,15.712,5.6956
09-11-2016,8.448,2.64
09-11-2016,728.946,-157.9383
11-14-2017,119.94,15.992
11-14-2017,3.648,-2.7968
8-18-2017,40.48,15.7872
8-18-2017,9.94,3.0814
8-18-2017,107.424,33.57
8-18-2017,37.91,10.9939
8-18-2017,88.02,27.2862
12-26-2014,8.69,-14.773
11-29-2015,301.96,87.5684
11-29-2015,555.21,178.901
11-29-2015,523.48,130.87
11-29-2015,161.82,46.9278
9-15-2017,35.56,12.0904
5-19-2017,97.16,28.1764
12-17-2017,15.24,5.1435
12-17-2017,13.23,6.0858
12-11-2016,243.384,-51.7191
12-11-2016,119.8,29.95
12-11-2016,300.768,30.0768
9-24-2017,17.88,2.4585
9-24-2017,235.944,85.5297
10-04-2015,392.94,43.2234
8-15-2016,18.882,-13.8468
8-15-2016,122.328,12.2328
5-20-2016,1049.2,272.792
5-20-2016,15.424,5.0128
12-18-2016,18.84,6.0288
7-30-2017,330.4,85.904
7-30-2017,26.25,12.6
06-10-2017,132.52,54.3332
7-21-2017,6.48,3.1752
12-30-2017,209.3,56.511
04-01-2016,31.56,9.8625
04-01-2016,30.144,3.0144
12-11-2016,14.8,6.068
12-11-2016,302.376,22.6782
12-11-2016,316,31.6
10-23-2016,379.4,178.318
6-19-2017,97.82,45.9754
6-19-2017,103.12,10.312
8-22-2016,113.552,8.5164
8-22-2016,3.318,-2.6544
8-22-2016,134.288,45.3222
9-19-2016,701.372,-50.098
9-19-2016,2.308,-3.462
8-24-2015,999.432,124.929
8-24-2015,724.08,-135.765
8-24-2015,918.785,-118.1295
8-24-2015,2.724,-4.2222
3-26-2016,459.95,18.398
11-04-2016,10.74,5.2626
06-08-2017,23.76,2.079
06-08-2017,85.056,28.7064
06-08-2017,381.576,28.6182
12-24-2014,30.36,8.7285
06-09-2017,23.976,-14.3856
06-09-2017,108.925,-71.8905
06-09-2017,36.352,11.36
6-15-2017,19.56,1.7115
12-05-2017,61.44,16.5888
12-05-2017,38.9,17.505
12-05-2017,99.39,40.7499
3-18-2017,2.688,-7.392
3-18-2017,27.816,4.5201
3-18-2017,82.524,-41.262
3-18-2017,182.994,-320.2395
11-19-2016,14.352,4.6644
11-19-2016,64.96,2.5984
11-19-2016,68.6,18.522
11-04-2017,7999.98,-3839.9904
11-04-2017,167.44,14.651
07-05-2014,479.97,163.1898
07-05-2014,14.62,6.8714
07-05-2014,19.44,9.3312
12-25-2017,191.984,4.7996
6-21-2014,104.01,14.5614
6-21-2014,284.82,74.0532
6-21-2014,36.84,10.3152
3-28-2015,166.24,24.936
3-28-2015,33.4,16.032
5-14-2015,198.272,17.3488
5-14-2015,47.36,17.76
5-14-2015,200.984,62.8075
5-14-2015,97.696,31.7512
5-14-2015,2.696,0.8088
5-14-2015,18.588,-13.6312
5-14-2015,4.896,-3.4272
09-02-2017,15.072,4.1448
11-04-2016,209.88,35.6796
04-09-2015,369.912,-13.8717
09-12-2014,10.368,3.6288
09-12-2014,166.84,18.7695
09-12-2014,15.216,2.2824
12-02-2014,119.96,52.7824
12-02-2014,883.92,-110.49
12-02-2014,46.72,15.768
04-05-2014,55.48,26.6304
09-03-2017,24.448,8.8624
5-19-2017,281.34,109.7226
5-19-2017,307.98,89.3142
5-19-2017,299.97,113.9886
07-01-2014,19.92,6.972
01-11-2014,9.94,3.0814
9-24-2017,103.056,24.4758
06-02-2014,59.808,19.4376
06-02-2014,73.32,21.996
2-13-2016,146.82,73.41
12-15-2016,1652.94,231.4116
12-15-2016,296.37,80.0199
10-07-2014,129.92,21.112
07-07-2016,45.584,5.1282
9-16-2017,17.568,6.3684
9-16-2017,55.992,5.5992
12-03-2016,182.72,84.0512
12-03-2016,400.032,-153.3456
12-03-2016,33.63,10.089
12-03-2016,542.646,102.4998
12-03-2016,6.3,3.024
1-21-2017,242.94,9.7176
1-21-2017,179.97,86.3856
1-21-2017,99.696,33.6474
1-21-2017,27.936,9.4284
1-21-2017,84.98,18.6956
1-21-2017,18.72,6.552
09-08-2014,49.98,8.4966
01-04-2014,11.784,4.2717
01-04-2014,272.736,-64.7748
01-04-2014,3.54,-5.487
8-27-2016,51.52,-10.948
8-27-2016,3.528,1.1466
8-27-2016,4.624,1.6762
8-27-2016,55.168,6.2064
5-27-2014,567.12,-28.356
5-27-2014,359.32,7.1864
3-20-2016,11.992,0.8994
10-02-2017,58.05,26.703
10-02-2017,157.74,56.7864
10-02-2017,56.98,22.792
10-02-2017,2.88,1.4112
04-07-2016,1199.976,374.9925
12-07-2015,79.92,28.7712
9-18-2016,383.438,-167.3184
12-29-2014,24.56,6.8768
12-29-2014,119.8,47.92
7-23-2017,13.128,4.2666
9-18-2017,22.72,10.224
8-31-2015,58.32,27.9936
11-03-2017,12.39,5.6994
02-08-2015,107.982,-26.9955
1-13-2014,11.36,5.3392
1-13-2014,50.94,25.47
1-13-2014,646.74,258.696
1-13-2014,5.64,2.7072
1-13-2014,572.58,34.3548
5-14-2014,310.88,23.316
5-19-2016,641.96,179.7488
1-30-2017,18.28,9.14
1-30-2017,207,51.75
1-30-2017,32.35,16.175
1-30-2017,7.71,3.4695
1-30-2017,40.3,10.881
1-30-2017,34.58,14.5236
6-29-2014,32.76,3.6855
8-21-2015,544.008,40.8006
8-21-2015,59.94,28.1718
8-21-2015,23.92,11.7208
8-21-2015,4.28,1.926
10-03-2015,32.07,-22.449
10-03-2015,24,-2.7
10-03-2015,35.49,-15.6156
10-03-2015,47.984,0.5998
5-23-2015,186.69,87.7443
3-17-2017,17.456,5.8914
12-12-2015,348.928,34.8928
6-26-2015,143.96,69.1008
6-26-2015,15.42,4.1634
6-26-2015,43.04,21.0896
6-26-2015,332.94,79.9056
5-20-2016,1363.96,85.2475
9-20-2014,9.96,4.5816
9-20-2014,21.72,10.6428
9-21-2017,20.16,9.8784
12-24-2015,132.79,63.7392
12-24-2015,12.96,6.2208
12-24-2015,21.56,10.3488
11-27-2015,283.92,17.745
2-20-2017,22.23,7.3359
2-20-2017,215.968,18.8972
8-18-2016,355.32,99.4896
03-12-2016,12.96,6.2208
4-22-2017,18.28,6.2152
11-01-2014,43.176,4.3176
11-01-2014,1983.968,247.996
02-03-2015,28.4,11.076
02-03-2015,149.97,50.9898
10-13-2014,11.52,3.2256
10-13-2014,1298.55,311.652
10-13-2014,213.92,62.0368
10-13-2014,25.78,2.578
5-14-2017,18.28,6.2152
5-14-2017,1399.93,601.9699
3-20-2015,51.84,24.8832
9-15-2016,5.344,1.8704
6-28-2014,41.472,14.5152
6-28-2014,3.168,-2.4288
6-28-2014,1228.465,0
6-28-2014,31.086,-22.7964
6-28-2014,335.52,117.432
6-20-2017,239.97,71.991
6-20-2017,9.82,4.8118
05-09-2014,67.8,4.068
05-09-2014,167.97,40.3128
8-21-2017,35,16.8
8-21-2017,37.24,10.7996
8-21-2017,15.28,7.4872
6-16-2017,301.96,90.588
6-16-2017,180.66,50.5848
6-16-2017,191.98,51.8346
6-16-2017,65.99,17.1574
7-23-2016,35.216,2.6412
7-23-2016,23.696,6.5164
7-23-2016,265.475,-111.4995
09-08-2014,51.184,-79.3352
11-04-2017,9.664,3.2616
03-07-2016,21.072,1.5804
11-20-2015,60.45,16.3215
11-20-2015,11.52,3.3408
11-20-2015,186.048,9.3024
11-07-2016,37.44,11.7
11-07-2016,26.976,8.7672
11-07-2016,11.36,3.2944
11-07-2016,14.62,6.8714
10-13-2015,83.72,23.4416
10-13-2015,287.94,77.7438
01-01-2017,48.896,8.5568
02-07-2014,115.36,49.6048
6-20-2016,5.16,1.3416
6-20-2016,38.88,18.6624
5-28-2016,185.88,50.1876
2-19-2016,44.46,14.6718
2-19-2016,242.94,9.7176
08-03-2014,39.96,18.7812
08-03-2014,102.3,26.598
08-03-2014,21.36,5.7672
04-10-2017,7.61,3.5767
04-10-2017,7.16,3.58
06-09-2014,7.36,0.1472
06-09-2014,23.1,10.626
01-05-2016,191.472,40.6878
01-05-2016,5.248,0.5904
01-05-2016,59.184,5.1786
01-10-2014,2.89,1.3583
01-10-2014,51.94,21.2954
9-29-2016,15.936,5.1792
04-06-2014,44.91,-35.928
09-03-2016,1141.47,-760.98
09-03-2016,280.782,-46.797
10-19-2015,34.44,17.22
12-10-2014,11.36,5.2256
12-10-2014,106.344,37.2204
8-25-2017,192.16,67.256
1-17-2016,322.59,64.518
1-17-2016,29.99,13.1956
1-17-2016,371.97,66.9546
